Timestamp,open,high,low,volume,close,Date
2011-11-01,3.25,3.55,3.2,68,3.3,2011-11-01
2011-11-02,3.32,3.33,3.32,38,3.33,2011-11-02
2011-11-05,3.27,3.55,3.21,117,3.55,2011-11-05
2011-11-06,3.21,3.21,3.0,103,3.0,2011-11-06
2011-11-07,2.95,2.95,2.95,203,2.95,2011-11-07
2011-11-09,3.08,3.08,3.08,47,3.08,2011-11-09
2011-11-10,3.09,3.3,3.09,58,3.3,2011-11-10
2011-11-11,3.25,3.3,2.95,121,3.3,2011-11-11
2011-11-12,3.3,3.3,3.3,65,3.3,2011-11-12
2011-11-13,3.35,3.35,3.35,2,3.35,2011-11-13
2011-11-14,3.35,3.35,3.35,29,3.35,2011-11-14
2011-11-15,2.95,2.95,2.47,183,2.47,2011-11-15
2011-11-16,2.99,3.0,2.5,97,2.5,2011-11-16
2011-11-17,2.51,3.0,2.51,5,3.0,2011-11-17
2011-11-18,3.0,3.0,2.5,17,2.99,2011-11-18
2011-11-19,2.5,2.79,2.5,88,2.5,2011-11-19
2011-11-20,2.5,2.5,2.43,48,2.43,2011-11-20
2011-11-21,2.37,2.37,2.37,11,2.37,2011-11-21
2011-11-22,2.45,3.0,2.25,290,2.25,2011-11-22
2011-11-23,2.53,2.59,2.46,328,2.59,2011-11-23
2011-11-25,2.54,3.0,2.54,9,3.0,2011-11-25
2011-11-26,2.5,15.0,2.5,179,2.75,2011-11-26
2011-11-27,2.77,2.77,2.77,10,2.77,2011-11-27
2011-11-29,2.67,2.78,2.66,180,2.66,2011-11-29
2011-11-30,2.69,3.23,2.69,62,2.72,2011-11-30
2011-12-01,3.19,3.19,3.19,14,3.19,2011-12-01
2011-12-02,3.46,3.48,3.3,233,3.42,2011-12-02
2011-12-03,3.45,3.45,3.04,131,3.04,2011-12-03
2011-12-04,2.93,2.93,2.93,0,2.93,2011-12-04
2011-12-06,2.82,2.99,2.82,207,2.93,2011-12-06
2011-12-07,2.9,3.25,2.89,216,2.98,2011-12-07
2011-12-08,3.05,3.35,3.05,233,3.3,2011-12-08
2011-12-09,3.27,3.5,2.95,115,3.3,2011-12-09
2011-12-11,3.2,3.2,3.0,12,3.2,2011-12-11
2011-12-12,3.17,3.37,3.17,157,3.27,2011-12-12
2011-12-13,3.37,3.6,3.37,75,3.48,2011-12-13
2011-12-14,3.25,3.59,3.25,66,3.56,2011-12-14
2011-12-15,3.42,3.49,3.42,90,3.47,2011-12-15
2011-12-16,3.39,3.45,3.39,102,3.45,2011-12-16
2011-12-17,3.25,3.5,3.25,84,3.44,2011-12-17
2011-12-19,3.25,3.5,3.25,17,3.5,2011-12-19
2011-12-20,3.5,3.98,3.5,134,3.85,2011-12-20
2011-12-21,4.75,4.75,4.53,94,4.55,2011-12-21
2011-12-22,4.38,4.38,4.38,20,4.38,2011-12-22
2011-12-23,4.19,4.19,4.17,8,4.17,2011-12-23
2011-12-24,3.86,4.35,3.84,149,4.22,2011-12-24
2011-12-25,4.33,4.33,4.33,27,4.33,2011-12-25
2011-12-26,4.32,4.32,4.27,24,4.27,2011-12-26
2011-12-27,4.27,4.33,4.27,56,4.33,2011-12-27
2011-12-28,4.33,4.33,4.29,58,4.29,2011-12-28
2011-12-29,4.29,4.3,4.25,35,4.3,2011-12-29
2011-12-30,4.3,4.5,4.3,36,4.5,2011-12-30
2011-12-31,4.26,4.5,4.21,56,4.21,2011-12-31
2012-01-01,4.39,4.58,4.39,95,4.58,2012-01-01
2012-01-02,4.58,5.0,4.58,21,5.0,2012-01-02
2012-01-03,5.0,5.0,5.0,19,5.0,2012-01-03
2012-01-04,5.32,5.32,5.14,88,5.29,2012-01-04
2012-01-05,4.93,5.57,4.93,107,5.57,2012-01-05
2012-01-06,5.72,6.65,5.72,94,6.65,2012-01-06
2012-01-07,6.65,6.9,6.0,33,6.0,2012-01-07
2012-01-08,6.8,6.8,6.8,0,6.8,2012-01-08
2012-01-09,6.9,7.0,6.9,5,7.0,2012-01-09
2012-01-10,6.99,6.99,6.23,66,6.3,2012-01-10
2012-01-11,6.24,7.14,6.24,62,7.14,2012-01-11
2012-01-12,7.14,7.33,6.25,105,7.0,2012-01-12
2012-01-13,6.95,7.38,6.51,82,6.51,2012-01-13
2012-01-14,6.8,7.36,6.6,48,6.6,2012-01-14
2012-01-15,6.5,6.5,6.3,16,6.3,2012-01-15
2012-01-16,7.15,7.15,7.15,16,7.15,2012-01-16
2012-01-17,6.2,7.1,6.2,12,7.1,2012-01-17
2012-01-18,6.5,6.9,6.0,80,6.0,2012-01-18
2012-01-19,5.99,7.1,5.99,133,7.1,2012-01-19
2012-01-20,5.52,7.0,5.52,246,6.22,2012-01-20
2012-01-21,6.9,6.95,6.55,95,6.95,2012-01-21
2012-01-22,6.3,6.77,6.28,81,6.77,2012-01-22
2012-01-23,6.79,6.83,6.03,81,6.79,2012-01-23
2012-01-24,6.5,6.52,6.0,94,6.52,2012-01-24
2012-01-25,6.52,6.57,6.0,85,6.55,2012-01-25
2012-01-26,6.26,6.86,6.0,81,6.31,2012-01-26
2012-01-27,6.27,6.3,5.5,29,5.5,2012-01-27
2012-01-28,3.8,6.03,3.8,92,5.88,2012-01-28
2012-01-29,4.91,4.91,4.91,0,4.91,2012-01-29
2012-01-30,5.89,5.9,5.3,9,5.5,2012-01-30
2012-01-31,5.3,5.58,5.3,15,5.58,2012-01-31
2012-02-01,5.7,6.22,3.8,110,5.3,2012-02-01
2012-02-02,5.53,5.99,5.52,12,5.88,2012-02-02
2012-02-03,5.99,6.28,5.89,251,6.28,2012-02-03
2012-02-04,6.29,6.35,5.93,155,6.3,2012-02-04
2012-02-05,6.35,6.5,5.94,67,5.94,2012-02-05
2012-02-06,5.93,6.15,5.6,47,5.6,2012-02-06
2012-02-07,5.6,5.9,5.2,29,5.6,2012-02-07
2012-02-08,5.5,5.88,5.5,165,5.69,2012-02-08
2012-02-09,5.79,5.87,5.66,83,5.87,2012-02-09
2012-02-10,5.52,5.89,5.51,83,5.89,2012-02-10
2012-02-11,5.88,5.88,5.8,176,5.88,2012-02-11
2012-02-12,5.71,5.71,5.5,1,5.5,2012-02-12
2012-02-13,5.78,5.78,5.55,64,5.67,2012-02-13
2012-02-14,5.53,5.79,5.5,99,5.79,2012-02-14
2012-02-15,5.2,5.8,4.56,128,4.89,2012-02-15
2012-02-16,4.9,5.08,4.69,67,4.69,2012-02-16
2012-02-17,4.5,4.98,4.15,115,4.51,2012-02-17
2012-02-18,4.67,4.8,4.5,244,4.67,2012-02-18
2012-02-19,4.67,4.73,4.14,254,4.23,2012-02-19
2012-02-20,4.38,4.38,4.3,92,4.38,2012-02-20
2012-02-21,4.72,4.72,4.4,315,4.44,2012-02-21
2012-02-22,4.52,4.58,4.3,358,4.58,2012-02-22
2012-02-23,4.47,4.59,4.46,75,4.51,2012-02-23
2012-02-24,4.59,5.22,4.55,714,5.22,2012-02-24
2012-02-25,5.12,5.22,4.95,37,4.95,2012-02-25
2012-02-26,5.11,5.11,5.0,119,5.0,2012-02-26
2012-02-27,4.79,5.07,4.78,40,4.98,2012-02-27
2012-02-28,4.97,5.1,4.95,309,5.04,2012-02-28
2012-02-29,5.09,5.1,4.71,440,4.88,2012-02-29
2012-03-01,4.97,5.0,4.85,242,4.99,2012-03-01
2012-03-02,4.99,5.05,4.9,291,5.0,2012-03-02
2012-03-03,4.99,4.99,4.64,245,4.79,2012-03-03
2012-03-04,4.81,4.99,4.6,125,4.65,2012-03-04
2012-03-05,4.78,4.81,4.77,113,4.81,2012-03-05
2012-03-06,4.8,5.06,4.77,518,5.06,2012-03-06
2012-03-07,5.0,5.05,4.95,296,4.98,2012-03-07
2012-03-08,5.05,5.09,4.93,373,4.93,2012-03-08
2012-03-09,4.94,5.08,4.87,326,5.01,2012-03-09
2012-03-10,5.01,5.07,4.93,277,4.93,2012-03-10
2012-03-11,4.91,4.99,4.85,114,4.94,2012-03-11
2012-03-12,4.94,5.0,4.84,24,5.0,2012-03-12
2012-03-13,4.85,4.99,4.85,108,4.99,2012-03-13
2012-03-14,4.99,5.32,4.96,734,5.3,2012-03-14
2012-03-15,5.32,5.44,5.27,1129,5.27,2012-03-15
2012-03-16,5.27,5.43,5.27,633,5.39,2012-03-16
2012-03-17,5.3,5.41,5.26,157,5.26,2012-03-17
2012-03-18,5.38,5.42,5.38,143,5.42,2012-03-18
2012-03-19,5.41,5.42,5.24,412,5.25,2012-03-19
2012-03-20,5.24,5.37,4.83,415,4.83,2012-03-20
2012-03-21,4.82,4.97,4.79,279,4.79,2012-03-21
2012-03-22,4.9,4.96,4.9,9,4.96,2012-03-22
2012-03-23,4.86,4.98,4.72,396,4.91,2012-03-23
2012-03-24,4.73,4.89,4.6,393,4.78,2012-03-24
2012-03-25,4.72,4.83,4.62,191,4.83,2012-03-25
2012-03-26,4.61,4.84,4.54,15,4.54,2012-03-26
2012-03-27,4.6,4.75,4.54,64,4.73,2012-03-27
2012-03-28,4.54,4.97,4.54,369,4.84,2012-03-28
2012-03-29,4.75,4.95,4.72,418,4.93,2012-03-29
2012-03-30,4.93,4.93,4.77,110,4.84,2012-03-30
2012-03-31,4.81,4.91,4.76,161,4.88,2012-03-31
2012-04-01,4.9,4.92,4.89,158,4.9,2012-04-01
2012-04-02,4.89,4.89,4.77,308,4.89,2012-04-02
2012-04-03,4.8,5.04,4.78,888,5.04,2012-04-03
2012-04-04,5.04,5.04,4.86,244,4.99,2012-04-04
2012-04-05,4.92,5.01,4.86,305,5.01,2012-04-05
2012-04-06,4.99,5.04,4.89,400,5.0,2012-04-06
2012-04-07,4.9,4.99,4.81,725,4.99,2012-04-07
2012-04-08,4.94,4.94,4.7,228,4.7,2012-04-08
2012-04-09,4.8,4.8,4.69,177,4.76,2012-04-09
2012-04-10,4.7,4.85,4.7,158,4.75,2012-04-10
2012-04-11,4.75,4.87,4.75,314,4.8,2012-04-11
2012-04-12,4.86,4.92,4.78,425,4.92,2012-04-12
2012-04-13,4.87,4.93,4.73,756,4.93,2012-04-13
2012-04-14,4.88,4.95,4.81,1102,4.93,2012-04-14
2012-04-15,4.94,5.01,4.94,544,4.96,2012-04-15
2012-04-16,4.96,4.99,4.92,114,4.99,2012-04-16
2012-04-17,4.93,4.98,4.93,487,4.98,2012-04-17
2012-04-18,4.99,4.99,4.95,282,4.98,2012-04-18
2012-04-19,4.98,5.18,4.98,839,5.16,2012-04-19
2012-04-20,5.17,5.18,5.06,562,5.13,2012-04-20
2012-04-21,5.15,5.38,5.09,372,5.38,2012-04-21
2012-04-22,5.4,5.43,5.19,301,5.24,2012-04-22
2012-04-23,5.24,5.25,5.17,139,5.17,2012-04-23
2012-04-24,5.2,5.25,5.0,947,5.0,2012-04-24
2012-04-25,4.99,5.15,4.98,1975,5.08,2012-04-25
2012-04-26,5.12,5.14,4.86,1634,5.14,2012-04-26
2012-04-27,5.1,5.12,4.86,762,4.98,2012-04-27
2012-04-28,5.03,5.08,4.99,718,5.04,2012-04-28
2012-04-29,5.07,5.07,4.85,205,4.91,2012-04-29
2012-04-30,4.92,4.96,4.81,62,4.91,2012-04-30
2012-05-01,4.92,5.02,4.87,490,5.0,2012-05-01
2012-05-02,4.94,5.04,4.86,831,4.97,2012-05-02
2012-05-03,5.01,5.15,5.01,495,5.06,2012-05-03
2012-05-04,5.06,5.13,5.05,645,5.1,2012-05-04
2012-05-05,5.1,5.15,5.07,776,5.07,2012-05-05
2012-05-06,5.09,5.11,5.04,415,5.04,2012-05-06
2012-05-07,5.06,5.1,5.02,1234,5.08,2012-05-07
2012-05-08,5.05,5.08,4.97,874,5.05,2012-05-08
2012-05-09,5.06,5.08,4.99,640,5.02,2012-05-09
2012-05-10,5.02,5.08,5.01,350,5.02,2012-05-10
2012-05-11,5.02,5.04,4.87,907,4.87,2012-05-11
2012-05-12,4.97,4.97,4.87,413,4.95,2012-05-12
2012-05-13,4.95,4.97,4.91,219,4.91,2012-05-13
2012-05-14,4.95,4.95,4.94,395,4.94,2012-05-14
2012-05-15,4.93,4.99,4.88,718,4.93,2012-05-15
2012-05-16,4.95,5.01,4.9,601,4.95,2012-05-16
2012-05-17,5.0,5.04,4.98,178,5.04,2012-05-17
2012-05-18,5.02,5.03,5.01,611,5.02,2012-05-18
2012-05-19,5.03,5.07,5.03,912,5.07,2012-05-19
2012-05-20,5.08,5.08,5.05,168,5.07,2012-05-20
2012-05-21,5.03,5.08,5.03,26,5.03,2012-05-21
2012-05-22,5.04,5.09,5.01,354,5.08,2012-05-22
2012-05-23,5.05,5.07,5.0,678,5.03,2012-05-23
2012-05-24,5.02,5.1,5.02,558,5.1,2012-05-24
2012-05-25,5.08,5.12,5.04,904,5.12,2012-05-25
2012-05-26,5.09,5.1,5.08,274,5.08,2012-05-26
2012-05-27,5.08,5.09,5.06,388,5.07,2012-05-27
2012-05-28,5.08,5.08,5.0,913,5.07,2012-05-28
2012-05-29,5.08,5.08,5.07,180,5.07,2012-05-29
2012-05-30,5.07,5.12,4.95,1341,5.11,2012-05-30
2012-05-31,5.07,5.14,5.07,748,5.14,2012-05-31
2012-06-01,5.14,5.17,5.1,1102,5.17,2012-06-01
2012-06-02,5.17,5.24,5.16,473,5.22,2012-06-02
2012-06-03,5.2,5.21,5.17,192,5.19,2012-06-03
2012-06-04,5.19,5.2,5.19,14,5.19,2012-06-04
2012-06-05,5.18,5.24,5.14,1359,5.22,2012-06-05
2012-06-06,5.22,5.49,5.22,929,5.37,2012-06-06
2012-06-07,5.39,5.49,5.37,770,5.41,2012-06-07
2012-06-08,5.41,5.53,5.4,1412,5.53,2012-06-08
2012-06-09,5.48,5.63,5.46,1397,5.61,2012-06-09
2012-06-10,5.6,5.62,5.47,353,5.48,2012-06-10
2012-06-11,5.54,5.54,5.42,270,5.42,2012-06-11
2012-06-12,5.48,5.57,5.4,667,5.52,2012-06-12
2012-06-13,5.57,5.9,5.53,9330,5.71,2012-06-13
2012-06-14,5.77,6.0,5.71,1690,5.86,2012-06-14
2012-06-15,5.86,5.91,5.79,3236,5.9,2012-06-15
2012-06-16,5.88,6.42,5.56,2041,6.42,2012-06-16
2012-06-17,6.41,6.52,6.12,1010,6.41,2012-06-17
2012-06-18,6.41,6.47,6.13,424,6.19,2012-06-18
2012-06-19,6.13,6.34,5.98,2483,6.06,2012-06-19
2012-06-20,6.13,6.49,6.13,1389,6.46,2012-06-20
2012-06-21,6.4,6.65,6.26,2075,6.64,2012-06-21
2012-06-22,6.66,6.69,6.64,480,6.64,2012-06-22
2012-06-23,6.64,6.67,6.48,963,6.59,2012-06-23
2012-06-24,6.6,6.61,6.33,1137,6.45,2012-06-24
2012-06-25,6.35,6.45,6.35,599,6.4,2012-06-25
2012-06-26,6.35,6.35,6.11,1956,6.26,2012-06-26
2012-06-27,6.26,6.46,6.17,2273,6.41,2012-06-27
2012-06-28,6.41,6.68,6.34,11231,6.49,2012-06-28
2012-06-29,6.49,6.54,5.99,4266,6.5,2012-06-29
2012-06-30,6.5,6.63,6.49,8127,6.52,2012-06-30
2012-07-01,6.58,6.61,6.5,828,6.61,2012-07-01
2012-07-02,6.6,6.62,6.52,332,6.52,2012-07-02
2012-07-03,6.55,6.64,6.52,1792,6.61,2012-07-03
2012-07-04,6.61,6.66,6.4,1936,6.44,2012-07-04
2012-07-05,6.44,6.55,6.36,2014,6.44,2012-07-05
2012-07-06,6.52,6.66,6.52,1406,6.6,2012-07-06
2012-07-07,6.59,6.6,6.39,1662,6.59,2012-07-07
2012-07-08,6.6,6.79,6.56,1408,6.79,2012-07-08
2012-07-09,6.8,6.8,6.45,830,6.73,2012-07-09
2012-07-10,6.77,6.99,6.55,1751,6.94,2012-07-10
2012-07-11,6.95,7.13,6.95,1495,7.08,2012-07-11
2012-07-12,7.08,7.15,7.04,751,7.14,2012-07-12
2012-07-13,7.15,7.59,7.1,2325,7.59,2012-07-13
2012-07-14,7.6,7.69,7.46,1204,7.59,2012-07-14
2012-07-15,7.58,7.58,7.44,717,7.55,2012-07-15
2012-07-16,7.55,7.57,7.4,322,7.57,2012-07-16
2012-07-17,7.57,8.3,7.14,3680,8.3,2012-07-17
2012-07-18,8.3,8.8,7.7,3658,8.55,2012-07-18
2012-07-19,8.5,9.15,8.36,2613,9.0,2012-07-19
2012-07-20,9.06,9.2,8.76,2512,8.76,2012-07-20
2012-07-21,8.76,8.76,7.93,1378,8.44,2012-07-21
2012-07-22,8.52,8.91,8.2,2380,8.74,2012-07-22
2012-07-23,8.74,8.8,8.3,1483,8.42,2012-07-23
2012-07-24,8.42,8.88,8.1,2585,8.59,2012-07-24
2012-07-25,8.59,8.8,8.25,1298,8.61,2012-07-25
2012-07-26,8.59,8.64,8.24,1795,8.64,2012-07-26
2012-07-27,8.64,8.83,8.45,837,8.75,2012-07-27
2012-07-28,8.76,8.91,8.76,687,8.83,2012-07-28
2012-07-29,8.83,9.0,8.78,1498,8.88,2012-07-29
2012-07-30,8.79,8.79,8.7,590,8.71,2012-07-30
2012-07-31,8.7,9.0,8.54,2423,9.0,2012-07-31
2012-08-01,9.0,9.28,8.92,1324,9.28,2012-08-01
2012-08-02,9.28,9.5,8.9,2419,9.45,2012-08-02
2012-08-03,9.45,10.52,9.4,2209,10.44,2012-08-03
2012-08-04,10.4,12.0,10.1,2419,10.79,2012-08-04
2012-08-05,10.96,11.2,10.5,635,10.51,2012-08-05
2012-08-06,10.93,10.93,10.29,1906,10.71,2012-08-06
2012-08-07,10.71,10.99,10.43,2070,10.84,2012-08-07
2012-08-08,10.86,10.87,10.72,1039,10.75,2012-08-08
2012-08-09,10.75,11.04,10.7,2746,10.99,2012-08-09
2012-08-10,11.0,12.49,10.79,2432,11.0,2012-08-10
2012-08-11,11.0,11.5,10.9,2554,11.32,2012-08-11
2012-08-12,11.32,11.4,11.25,358,11.38,2012-08-12
2012-08-13,11.4,11.69,11.34,838,11.49,2012-08-13
2012-08-14,11.42,11.98,11.4,3499,11.89,2012-08-14
2012-08-15,11.9,12.3,11.81,1925,12.25,2012-08-15
2012-08-16,12.13,13.2,12.13,1592,13.01,2012-08-16
2012-08-17,13.14,13.5,12.75,1529,13.42,2012-08-17
2012-08-18,13.49,16.41,11.5,4868,12.5,2012-08-18
2012-08-19,12.64,12.99,11.11,2511,11.54,2012-08-19
2012-08-20,11.86,11.86,7.1,5427,8.06,2012-08-20
2012-08-21,8.09,10.33,7.86,3382,10.05,2012-08-21
2012-08-22,9.79,10.51,9.53,3384,10.18,2012-08-22
2012-08-23,9.99,10.71,9.75,8193,9.96,2012-08-23
2012-08-24,9.96,10.19,9.78,2710,10.02,2012-08-24
2012-08-25,10.03,10.51,9.83,4170,10.37,2012-08-25
2012-08-26,10.45,10.58,10.14,581,10.57,2012-08-26
2012-08-27,10.57,10.62,10.2,1412,10.31,2012-08-27
2012-08-28,10.31,11.93,10.31,4283,10.78,2012-08-28
2012-08-29,10.9,11.21,10.63,2970,11.0,2012-08-29
2012-08-30,11.0,11.05,10.49,4768,10.78,2012-08-30
2012-08-31,10.81,10.91,10.51,1513,10.65,2012-08-31
2012-09-01,10.65,10.8,9.69,2915,10.16,2012-09-01
2012-09-02,10.2,10.2,9.85,665,9.91,2012-09-02
2012-09-03,10.07,10.18,9.49,1340,10.18,2012-09-03
2012-09-04,10.17,10.55,9.95,1166,10.55,2012-09-04
2012-09-05,10.36,10.5,10.14,2649,10.36,2012-09-05
2012-09-06,10.38,10.99,10.12,1870,10.99,2012-09-06
2012-09-07,10.9,11.15,10.68,3296,11.02,2012-09-07
2012-09-08,11.03,11.1,10.83,1351,11.03,2012-09-08
2012-09-09,10.98,11.11,10.3,1355,10.97,2012-09-09
2012-09-10,10.97,11.04,10.84,1216,10.98,2012-09-10
2012-09-11,10.85,11.08,10.74,2492,10.95,2012-09-11
2012-09-12,10.95,11.04,10.38,4794,11.04,2012-09-12
2012-09-13,11.04,11.14,10.75,2414,11.14,2012-09-13
2012-09-14,11.17,11.42,10.98,2138,11.3,2012-09-14
2012-09-15,11.26,11.7,11.05,2127,11.5,2012-09-15
2012-09-16,11.6,11.65,11.35,594,11.63,2012-09-16
2012-09-17,11.63,11.8,11.53,1287,11.75,2012-09-17
2012-09-18,11.75,11.88,11.58,689,11.85,2012-09-18
2012-09-19,11.85,12.28,11.67,3735,11.91,2012-09-19
2012-09-20,11.9,12.5,11.9,1251,12.32,2012-09-20
2012-09-21,12.44,12.66,12.28,767,12.28,2012-09-21
2012-09-22,12.29,12.35,12.01,1990,12.19,2012-09-22
2012-09-23,12.14,12.25,11.97,818,11.97,2012-09-23
2012-09-24,12.11,12.11,11.79,1084,11.99,2012-09-24
2012-09-25,11.99,11.99,11.69,1523,11.9,2012-09-25
2012-09-26,11.9,12.18,11.56,3057,11.75,2012-09-26
2012-09-27,11.8,12.2,11.53,3038,12.2,2012-09-27
2012-09-28,12.2,12.38,11.84,3306,12.22,2012-09-28
2012-09-29,12.21,12.28,11.53,2842,12.28,2012-09-29
2012-09-30,12.28,12.28,12.12,584,12.28,2012-09-30
2012-10-01,12.2,12.28,12.17,173,12.22,2012-10-01
2012-10-02,12.21,12.27,11.6,3151,12.14,2012-10-02
2012-10-03,12.2,12.7,12.14,4634,12.64,2012-10-03
2012-10-04,12.63,12.99,12.45,4948,12.9,2012-10-04
2012-10-05,12.9,12.9,12.51,3211,12.57,2012-10-05
2012-10-06,12.61,12.7,11.5,5459,12.5,2012-10-06
2012-10-07,12.51,12.6,12.06,1640,12.39,2012-10-07
2012-10-08,12.39,12.45,11.52,3262,11.71,2012-10-08
2012-10-09,11.7,11.99,10.42,2885,11.62,2012-10-09
2012-10-10,11.62,12.26,11.52,1933,11.99,2012-10-10
2012-10-11,11.85,12.25,11.79,2369,12.24,2012-10-11
2012-10-12,12.1,12.13,11.58,2349,12.09,2012-10-12
2012-10-13,11.95,12.1,11.81,735,11.9,2012-10-13
2012-10-14,11.9,12.0,11.81,486,11.85,2012-10-14
2012-10-15,11.85,11.9,11.79,336,11.79,2012-10-15
2012-10-16,11.78,11.84,11.03,3425,11.66,2012-10-16
2012-10-17,11.8,11.94,11.17,1004,11.92,2012-10-17
2012-10-18,11.79,11.97,11.15,3020,11.88,2012-10-18
2012-10-19,11.9,11.9,11.55,1277,11.8,2012-10-19
2012-10-20,11.75,11.84,11.5,10149,11.67,2012-10-20
2012-10-21,11.65,11.7,11.53,704,11.6,2012-10-21
2012-10-22,11.6,11.68,11.29,2048,11.32,2012-10-22
2012-10-23,11.54,11.57,11.27,1913,11.49,2012-10-23
2012-10-24,11.5,11.7,11.25,2717,11.58,2012-10-24
2012-10-25,11.38,11.62,11.01,3180,11.4,2012-10-25
2012-10-26,11.39,11.39,10.4,3077,10.55,2012-10-26
2012-10-27,10.46,10.84,9.68,2384,10.0,2012-10-27
2012-10-28,10.0,10.75,9.5,1989,10.43,2012-10-28
2012-10-29,10.35,10.75,10.3,972,10.54,2012-10-29
2012-10-30,10.67,10.8,10.32,2655,10.8,2012-10-30
2012-10-31,10.8,10.81,10.43,2780,10.8,2012-10-31
2012-11-01,10.79,11.0,10.66,3057,11.0,2012-11-01
2012-11-02,11.0,11.05,10.63,1726,10.85,2012-11-02
2012-11-03,10.85,10.96,10.45,2477,10.67,2012-11-03
2012-11-04,10.54,10.69,10.41,1572,10.66,2012-11-04
2012-11-05,10.67,10.68,10.4,2010,10.64,2012-11-05
2012-11-06,10.63,10.8,10.5,5531,10.78,2012-11-06
2012-11-07,10.78,10.8,10.51,3348,10.74,2012-11-07
2012-11-08,10.68,10.84,10.45,4028,10.8,2012-11-08
2012-11-09,10.65,10.83,10.25,2930,10.81,2012-11-09
2012-11-10,10.69,10.84,10.61,2342,10.8,2012-11-10
2012-11-11,10.8,10.87,10.63,1074,10.81,2012-11-11
2012-11-12,10.82,10.85,10.64,650,10.82,2012-11-12
2012-11-13,10.78,10.92,10.72,1146,10.87,2012-11-13
2012-11-14,10.92,10.99,10.76,2565,10.87,2012-11-14
2012-11-15,10.87,10.98,10.74,1294,10.97,2012-11-15
2012-11-16,10.98,11.05,10.81,2452,11.05,2012-11-16
2012-11-17,11.05,11.6,10.96,7094,11.46,2012-11-17
2012-11-18,11.48,11.65,11.45,795,11.57,2012-11-18
2012-11-19,11.56,11.65,11.32,1033,11.51,2012-11-19
2012-11-20,11.51,11.65,11.03,4206,11.65,2012-11-20
2012-11-21,11.6,11.69,11.44,2524,11.65,2012-11-21
